subject,mu_val_graph,switch_rate,facet_label
103,-1.4551546219736842,8.333333333333332,Reject-sw. [5-pt]
103,-1.2868295825320513,0,Reject-sw. [5-pt]
103,-0.8472280202275863,0,Reject-sw. [5-pt]
103,-0.5856741508481013,0,Reject-sw. [5-pt]
103,-0.4924754548095238,0,Reject-sw. [5-pt]
103,-0.3773912735333333,0,Reject-sw. [5-pt]
103,0.16468950546,0,Reject-sw. [5-pt]
103,0.3593379018193548,0,Reject-sw. [5-pt]
103,0.8230736380551724,0,Reject-sw. [5-pt]
103,1.644259112370861,0,Reject-sw. [5-pt]
104,-1.4551546219736842,0,Reject-sw. [5-pt]
104,-1.2868295825320513,0,Reject-sw. [5-pt]
104,-0.8472280202275863,0,Reject-sw. [5-pt]
104,-0.5856741508481013,0,Reject-sw. [5-pt]
104,-0.4924754548095238,0,Reject-sw. [5-pt]
104,-0.3773912735333333,0,Reject-sw. [5-pt]
104,0.16468950546,0,Reject-sw. [5-pt]
104,0.3593379018193548,0,Reject-sw. [5-pt]
104,0.8230736380551724,0,Reject-sw. [5-pt]
104,1.644259112370861,0,Reject-sw. [5-pt]
105,-1.4551546219736842,0,Reject-sw. [5-pt]
105,-1.2868295825320513,0,Reject-sw. [5-pt]
105,-0.8472280202275863,0,Reject-sw. [5-pt]
105,-0.5856741508481013,0,Reject-sw. [5-pt]
105,-0.4924754548095238,0,Reject-sw. [5-pt]
105,-0.3773912735333333,0,Reject-sw. [5-pt]
105,0.16468950546,0,Reject-sw. [5-pt]
105,0.3593379018193548,0,Reject-sw. [5-pt]
105,0.8230736380551724,0,Reject-sw. [5-pt]
105,1.644259112370861,0,Reject-sw. [5-pt]
106,-1.4551546219736842,0,Reject-sw. [5-pt]
106,-1.2868295825320513,0,Reject-sw. [5-pt]
106,-0.8472280202275863,NA,Reject-sw. [5-pt]
106,-0.5856741508481013,0,Reject-sw. [5-pt]
106,-0.4924754548095238,0,Reject-sw. [5-pt]
106,-0.3773912735333333,0,Reject-sw. [5-pt]
106,0.16468950546,0,Reject-sw. [5-pt]
106,0.3593379018193548,0,Reject-sw. [5-pt]
106,0.8230736380551724,0,Reject-sw. [5-pt]
106,1.644259112370861,0,Reject-sw. [5-pt]
107,-1.2868295825320513,0,Reject-sw. [5-pt]
107,-0.8472280202275863,0,Reject-sw. [5-pt]
107,-0.4924754548095238,0,Reject-sw. [5-pt]
107,-0.3773912735333333,0,Reject-sw. [5-pt]
107,0.16468950546,0,Reject-sw. [5-pt]
107,0.3593379018193548,0,Reject-sw. [5-pt]
107,0.8230736380551724,0,Reject-sw. [5-pt]
107,1.644259112370861,0,Reject-sw. [5-pt]
109,-1.4551546219736842,18.181818181818183,Reject-sw. [5-pt]
109,-1.2868295825320513,0,Reject-sw. [5-pt]
109,-0.5856741508481013,33.333333333333336,Reject-sw. [5-pt]
109,-0.4924754548095238,25,Reject-sw. [5-pt]
109,-0.3773912735333333,27.27272727272727,Reject-sw. [5-pt]
109,0.16468950546,0,Reject-sw. [5-pt]
109,0.3593379018193548,42.857142857142854,Reject-sw. [5-pt]
109,0.8230736380551724,0,Reject-sw. [5-pt]
109,1.644259112370861,20,Reject-sw. [5-pt]
110,-1.4551546219736842,0,Reject-sw. [5-pt]
110,-1.2868295825320513,0,Reject-sw. [5-pt]
110,-0.8472280202275863,25,Reject-sw. [5-pt]
110,-0.5856741508481013,9.090909090909088,Reject-sw. [5-pt]
110,-0.4924754548095238,0,Reject-sw. [5-pt]
110,-0.3773912735333333,0,Reject-sw. [5-pt]
110,0.16468950546,0,Reject-sw. [5-pt]
110,0.3593379018193548,0,Reject-sw. [5-pt]
110,0.8230736380551724,0,Reject-sw. [5-pt]
110,1.644259112370861,0,Reject-sw. [5-pt]
111,-1.4551546219736842,0,Reject-sw. [5-pt]
111,-1.2868295825320513,0,Reject-sw. [5-pt]
111,-0.8472280202275863,0,Reject-sw. [5-pt]
111,-0.5856741508481013,0,Reject-sw. [5-pt]
111,-0.4924754548095238,7.142857142857144,Reject-sw. [5-pt]
111,-0.3773912735333333,0,Reject-sw. [5-pt]
111,0.16468950546,0,Reject-sw. [5-pt]
111,0.3593379018193548,0,Reject-sw. [5-pt]
111,0.8230736380551724,0,Reject-sw. [5-pt]
111,1.644259112370861,0,Reject-sw. [5-pt]
112,-1.4551546219736842,0,Reject-sw. [5-pt]
112,-1.2868295825320513,0,Reject-sw. [5-pt]
112,-0.8472280202275863,0,Reject-sw. [5-pt]
112,-0.5856741508481013,0,Reject-sw. [5-pt]
112,-0.3773912735333333,0,Reject-sw. [5-pt]
112,0.16468950546,0,Reject-sw. [5-pt]
112,0.3593379018193548,0,Reject-sw. [5-pt]
112,0.8230736380551724,0,Reject-sw. [5-pt]
112,1.644259112370861,0,Reject-sw. [5-pt]
114,-1.4551546219736842,0,Reject-sw. [5-pt]
114,-1.2868295825320513,0,Reject-sw. [5-pt]
114,-0.8472280202275863,0,Reject-sw. [5-pt]
114,-0.5856741508481013,0,Reject-sw. [5-pt]
114,-0.4924754548095238,0,Reject-sw. [5-pt]
114,-0.3773912735333333,0,Reject-sw. [5-pt]
114,0.16468950546,0,Reject-sw. [5-pt]
114,0.3593379018193548,0,Reject-sw. [5-pt]
114,0.8230736380551724,0,Reject-sw. [5-pt]
114,1.644259112370861,0,Reject-sw. [5-pt]
115,-1.4551546219736842,0,Reject-sw. [5-pt]
115,-0.8472280202275863,0,Reject-sw. [5-pt]
115,-0.5856741508481013,0,Reject-sw. [5-pt]
115,0.16468950546,0,Reject-sw. [5-pt]
115,0.3593379018193548,0,Reject-sw. [5-pt]
115,0.8230736380551724,0,Reject-sw. [5-pt]
115,1.644259112370861,0,Reject-sw. [5-pt]
116,-1.4551546219736842,0,Reject-sw. [5-pt]
116,-1.2868295825320513,0,Reject-sw. [5-pt]
116,-0.8472280202275863,0,Reject-sw. [5-pt]
116,-0.5856741508481013,0,Reject-sw. [5-pt]
116,-0.4924754548095238,0,Reject-sw. [5-pt]
116,-0.3773912735333333,0,Reject-sw. [5-pt]
116,0.16468950546,0,Reject-sw. [5-pt]
116,0.3593379018193548,0,Reject-sw. [5-pt]
116,0.8230736380551724,0,Reject-sw. [5-pt]
116,1.644259112370861,0,Reject-sw. [5-pt]
117,-1.4551546219736842,25,Reject-sw. [5-pt]
117,-1.2868295825320513,16.666666666666668,Reject-sw. [5-pt]
117,-0.8472280202275863,50,Reject-sw. [5-pt]
117,-0.5856741508481013,0,Reject-sw. [5-pt]
117,-0.4924754548095238,50,Reject-sw. [5-pt]
117,-0.3773912735333333,16.666666666666668,Reject-sw. [5-pt]
117,0.16468950546,0,Reject-sw. [5-pt]
117,0.3593379018193548,40,Reject-sw. [5-pt]
117,0.8230736380551724,0,Reject-sw. [5-pt]
117,1.644259112370861,0,Reject-sw. [5-pt]
118,-1.4551546219736842,25,Reject-sw. [5-pt]
118,-0.8472280202275863,25,Reject-sw. [5-pt]
118,-0.5856741508481013,0,Reject-sw. [5-pt]
