GLM,contrast,timelock,region,peak
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.0282853699865042
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.0269385080204978
GLM_04.1_supp,contr1,offer-timelocked,MRN,0.0279534827429586
GLM_04.1_supp,contr1,offer-timelocked,DRN,-0.0756543323580864
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.122546061580305
GLM_04.1_supp,contr1,offer-timelocked,MRN,0.0703162692010603
GLM_04.1_supp,contr1,offer-timelocked,DRN,-0.0122495717854995
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.0561595104303766
GLM_04.1_supp,contr1,offer-timelocked,MRN,0.0834432665258919
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.031030589561371
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.0170979979952024
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.153109426378084
GLM_04.1_supp,contr1,offer-timelocked,DRN,-0.0439167623120903
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,0.0668536116434853
GLM_04.1_supp,contr1,offer-timelocked,MRN,0.0581481401144524
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.064576882019683
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,0.0261818853099535
GLM_04.1_supp,contr1,offer-timelocked,MRN,0.0208541295814265
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.00140796841580388
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,0.0843280779308751
GLM_04.1_supp,contr1,offer-timelocked,MRN,0.00656247078002871
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.0390723019884918
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,0.0351305005494682
GLM_04.1_supp,contr1,offer-timelocked,MRN,0.0756162683867593
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.0429077251137112
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,0.0360495812172368
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.0766614991088416
GLM_04.1_supp,contr1,offer-timelocked,DRN,-0.0462660302347078
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.0306277373654907
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.0186611470473561
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.166654441709514
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.075055855740931
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.0579047501582397
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.1083062663499
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.039479127084201
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.00423763295585392
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.0753430668663194
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,0.0721726510260282
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.0370190149323332
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.140873392484102
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,0.0378416930345873
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.114574508003272
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.0622492579428602
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.00124881355167153
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.0744757314033972
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.159527806618968
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.127326671138876
GLM_04.1_supp,contr1,offer-timelocked,MRN,0.25541240916514
GLM_04.1_supp,contr1,offer-timelocked,DRN,-0.0035898587733828
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.0553574075748192
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.145139267443569
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.114369852647723
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.0300674298652531
GLM_04.1_supp,contr1,offer-timelocked,MRN,0.0518346646859744
GLM_04.1_supp,contr1,offer-timelocked,DRN,-0.048365064610929
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.127294253667805
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.0770314029999094
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.0610793683496414
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.00603714893742362
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.028369434789858
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.0166532893156979
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.132003126166753
GLM_04.1_supp,contr1,offer-timelocked,MRN,0.0769931682879732
GLM_04.1_supp,contr1,offer-timelocked,DRN,1.45743146011367e-4
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,0.0159560304219509
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.0333067612563757
GLM_04.1_supp,contr1,offer-timelocked,DRN,-0.0394022252456991
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,0.169001088481267
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.0624087462390054
GLM_04.1_supp,contr1,offer-timelocked,DRN,-0.0100769040063569
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,0.11173387669361701
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.0135103504854452
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.0521142078526059
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.124950132426842
GLM_04.1_supp,contr1,offer-timelocked,MRN,-0.0996560688640826
GLM_04.1_supp,contr1,offer-timelocked,DRN,5.70523275261591e-5
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,-0.0188921790363879
GLM_04.1_supp,contr1,offer-timelocked,MRN,0.0207802181310045
GLM_04.1_supp,contr1,offer-timelocked,DRN,0.069175830448626
GLM_04.1_supp,contr1,offer-timelocked,fourth_ventricle,0.00257869781082008
GLM_04.1_supp,contr1,offer-timelocked,MRN,0.0861409840864424
