m,se,region,glm,contrast,timepoint
0.0378506347429109,0.0115931080373853,DRN,GLM_04.1,contr_1,2.1071428571428568
0.0388901571861473,0.0115257353102026,DRN,GLM_04.1,contr_1,2.196428571428571
0.0397779014670368,0.0115828868145452,DRN,GLM_04.1,contr_1,2.2857142857142856
0.0405022359170466,0.011755608629650501,DRN,GLM_04.1,contr_1,2.375
0.0410452926799371,0.0120275374687823,DRN,GLM_04.1,contr_1,2.4642857142857144
0.0413853290678544,0.0123764487218384,DRN,GLM_04.1,contr_1,2.553571428571429
0.0415055588812564,0.0127782006224321,DRN,GLM_04.1,contr_1,2.6428571428571432
0.0413947197024224,0.0132090743331187,DRN,GLM_04.1,contr_1,2.7321428571428568
0.0410507224546031,0.013646783647126,DRN,GLM_04.1,contr_1,2.821428571428571
0.0404800351218295,0.0140709485044435,DRN,GLM_04.1,contr_1,2.9107142857142856
0.0396879871167411,0.0144651648720985,DRN,GLM_04.1,contr_1,3
0.0386831499755433,0.0148158646975168,DRN,GLM_04.1,contr_1,3.0892857142857135
0.0374756195383206,0.0151123277035451,DRN,GLM_04.1,contr_1,3.178571428571429
0.0360823556656006,0.0153465463912954,DRN,GLM_04.1,contr_1,3.2678571428571432
0.0345298744261991,0.0155148243180613,DRN,GLM_04.1,contr_1,3.3571428571428568
0.0328539750836034,0.0156160977310274,DRN,GLM_04.1,contr_1,3.446428571428571
0.0310956982001243,0.0156523778121268,DRN,GLM_04.1,contr_1,3.5357142857142865
0.0292914100398404,0.0156281546514606,DRN,GLM_04.1,contr_1,3.625
0.0274759566351487,0.0155501177771893,DRN,GLM_04.1,contr_1,3.7142857142857135
0.0256749939509711,0.0154274345169583,DRN,GLM_04.1,contr_1,3.803571428571429
0.0239153678217816,0.0152712476949179,DRN,GLM_04.1,contr_1,3.8928571428571432
0.0222233442314817,0.0150954608101755,DRN,GLM_04.1,contr_1,3.9821428571428568
0.0206267452955039,0.014915084690013,DRN,GLM_04.1,contr_1,4.071428571428571
0.019144439665569,0.0147441715553308,DRN,GLM_04.1,contr_1,4.1607142857142865
0.0178002066284814,0.0145936395036306,DRN,GLM_04.1,contr_1,4.25
0.0166208748986544,0.0144710216291234,DRN,GLM_04.1,contr_1,4.3392857142857135
0.015630766290896,0.0143807847281852,DRN,GLM_04.1,contr_1,4.428571428571429
0.0148492901909817,0.0143256257403146,DRN,GLM_04.1,contr_1,4.517857142857143
0.0142869879959573,0.0143057649465612,DRN,GLM_04.1,contr_1,4.607142857142857
0.0139478733867263,0.0143195789631905,DRN,GLM_04.1,contr_1,4.696428571428571
0.0138341894715699,0.0143636360632049,DRN,GLM_04.1,contr_1,4.7857142857142865
0.0139429748239308,0.0144336679032331,DRN,GLM_04.1,contr_1,4.875
0.0142684606204924,0.014523514334543,DRN,GLM_04.1,contr_1,4.9642857142857135
0.0147968566760878,0.0146257114330284,DRN,GLM_04.1,contr_1,5.053571428571429
0.015507044813723,0.0147329679642615,DRN,GLM_04.1,contr_1,5.142857142857143
0.0163662380657187,0.014838171604716,DRN,GLM_04.1,contr_1,5.232142857142857
0.0173338920382417,0.0149339634577634,DRN,GLM_04.1,contr_1,5.321428571428571
0.018370923316596,0.0150141324708086,DRN,GLM_04.1,contr_1,5.4107142857142865
0.0194416054016322,0.0150726379761793,DRN,GLM_04.1,contr_1,5.5
0.02051844110597,0.0151035172220484,DRN,GLM_04.1,contr_1,5.5892857142857135
0.0215737423457306,0.0151027618652501,DRN,GLM_04.1,contr_1,5.678571428571429
0.0225806905071939,0.015067548928575,DRN,GLM_04.1,contr_1,5.767857142857143
0.0235110632667939,0.0149980718733572,DRN,GLM_04.1,contr_1,5.857142857142857
0.0243461778230893,0.0148961457514484,DRN,GLM_04.1,contr_1,5.946428571428571
0.0250628787948029,0.0147655077825722,DRN,GLM_04.1,contr_1,6.0357142857142865
0.0256317926729748,0.0146105105499839,DRN,GLM_04.1,contr_1,6.125
0.0260221237046673,0.0144352043348645,DRN,GLM_04.1,contr_1,6.2142857142857135
0.0262072497518178,0.0142430885979267,DRN,GLM_04.1,contr_1,6.303571428571429
0.0261678149517213,0.0140379387696159,DRN,GLM_04.1,contr_1,6.392857142857142
0.0258915557216749,0.0138226665598146,DRN,GLM_04.1,contr_1,6.482142857142858
0.0253726419544501,0.0136005509731477,DRN,GLM_04.1,contr_1,6.571428571428571
0.0246122428421573,0.0133775496731043,DRN,GLM_04.1,contr_1,6.6607142857142865
0.0236133943670335,0.0131616028322495,DRN,GLM_04.1,contr_1,6.75
0.0223879551761025,0.0129626119304344,DRN,GLM_04.1,contr_1,6.8392857142857135
0.0209533725839418,0.0127930596543043,DRN,GLM_04.1,contr_1,6.928571428571429
0.0193382656480656,0.0126661458176123,DRN,GLM_04.1,contr_1,7.017857142857142
0.0175819310994848,0.0125940929688259,DRN,GLM_04.1,contr_1,7.107142857142858
0.0157242962611037,0.0125875023761384,DRN,GLM_04.1,contr_1,7.196428571428571
0.0137988342134304,0.012655165941593,DRN,GLM_04.1,contr_1,7.2857142857142865
0.0118311061518904,0.0128036671523274,DRN,GLM_04.1,contr_1,7.375
0.00984601556446476,0.01303581626511,DRN,GLM_04.1,contr_1,7.4642857142857135
0.00786699913867653,0.013351797006556,DRN,GLM_04.1,contr_1,7.553571428571429
0.00591563044478622,0.0137502385891743,DRN,GLM_04.1,contr_1,7.642857142857142
0.00400441991698609,0.0142265072505606,DRN,GLM_04.1,contr_1,7.732142857142858
0.00215171732827747,0.0147707937588571,DRN,GLM_04.1,contr_1,7.821428571428571
3.87125394183679e-4,0.0153703250619681,DRN,GLM_04.1,contr_1,7.9107142857142865
-0.0012562976355967,0.0160109293728919,DRN,GLM_04.1,contr_1,8
