subject,mu_val_graph,switch_rate,facet_label
103,-1.4551546219736842,8.333333333333332,Pursue-sw. [5-pt]
103,-1.2868295825320513,0,Pursue-sw. [5-pt]
103,-0.8472280202275863,0,Pursue-sw. [5-pt]
103,-0.5856741508481013,0,Pursue-sw. [5-pt]
103,-0.4924754548095238,0,Pursue-sw. [5-pt]
103,-0.3773912735333333,0,Pursue-sw. [5-pt]
103,0.16468950546,0,Pursue-sw. [5-pt]
103,0.3593379018193548,25,Pursue-sw. [5-pt]
103,0.8230736380551724,0,Pursue-sw. [5-pt]
103,1.644259112370861,0,Pursue-sw. [5-pt]
104,-1.4551546219736842,0,Pursue-sw. [5-pt]
104,-1.2868295825320513,10.000000000000002,Pursue-sw. [5-pt]
104,-0.8472280202275863,0,Pursue-sw. [5-pt]
104,-0.5856741508481013,0,Pursue-sw. [5-pt]
104,-0.4924754548095238,0,Pursue-sw. [5-pt]
104,-0.3773912735333333,0,Pursue-sw. [5-pt]
104,0.16468950546,0,Pursue-sw. [5-pt]
104,0.3593379018193548,0,Pursue-sw. [5-pt]
104,0.8230736380551724,0,Pursue-sw. [5-pt]
104,1.644259112370861,0,Pursue-sw. [5-pt]
105,-1.4551546219736842,0,Pursue-sw. [5-pt]
105,-1.2868295825320513,0,Pursue-sw. [5-pt]
105,-0.8472280202275863,0,Pursue-sw. [5-pt]
105,-0.5856741508481013,12.5,Pursue-sw. [5-pt]
105,-0.4924754548095238,0,Pursue-sw. [5-pt]
105,-0.3773912735333333,0,Pursue-sw. [5-pt]
105,0.16468950546,0,Pursue-sw. [5-pt]
105,0.3593379018193548,11.111111111111109,Pursue-sw. [5-pt]
105,0.8230736380551724,0,Pursue-sw. [5-pt]
105,1.644259112370861,0,Pursue-sw. [5-pt]
106,-1.4551546219736842,0,Pursue-sw. [5-pt]
106,-1.2868295825320513,0,Pursue-sw. [5-pt]
106,-0.8472280202275863,0,Pursue-sw. [5-pt]
106,-0.5856741508481013,20,Pursue-sw. [5-pt]
106,-0.4924754548095238,7.142857142857144,Pursue-sw. [5-pt]
106,-0.3773912735333333,0,Pursue-sw. [5-pt]
106,0.16468950546,0,Pursue-sw. [5-pt]
106,0.3593379018193548,0,Pursue-sw. [5-pt]
106,0.8230736380551724,0,Pursue-sw. [5-pt]
106,1.644259112370861,0,Pursue-sw. [5-pt]
107,-1.2868295825320513,0,Pursue-sw. [5-pt]
107,-0.8472280202275863,0,Pursue-sw. [5-pt]
107,-0.4924754548095238,0,Pursue-sw. [5-pt]
107,-0.3773912735333333,0,Pursue-sw. [5-pt]
107,0.16468950546,0,Pursue-sw. [5-pt]
107,0.3593379018193548,0,Pursue-sw. [5-pt]
107,0.8230736380551724,0,Pursue-sw. [5-pt]
107,1.644259112370861,0,Pursue-sw. [5-pt]
109,-1.4551546219736842,18.18181818181818,Pursue-sw. [5-pt]
