subject,mag,prev_policy,mu_val_pe_graph,m
111,10,0,0.8463582874052864,0.4
111,10,0,1.370355383663697,1
111,10,1,-2.2421644878318583,0.7142857142857143
111,10,1,-0.9292921247632744,0.5
111,10,1,-0.1847670895389755,0.5
111,10,1,0.07516619199555553,0.75
111,10,1,0.8463582874052864,0.5
111,10,NA,-2.2421644878318583,1
111,10,NA,-0.9292921247632744,0.5
111,10,NA,-0.1847670895389755,0
111,50,1,-0.9292921247632744,1
111,50,1,-0.42912256917699115,1
111,50,1,0.07516619199555553,1
111,50,1,0.8463582874052864,1
111,50,1,1.370355383663697,1
111,50,1,2.3996080321492204,1
111,50,NA,1.370355383663697,1
111,50,NA,2.3996080321492204,1
112,5,0,-2.2421644878318583,0
112,5,0,-1.3527611886488888,0
112,5,0,-0.42912256917699115,0
112,5,0,-0.1847670895389755,0.16666666666666666
112,5,0,0.4568881645622222,0
112,5,0,0.8463582874052864,0
112,5,NA,-2.2421644878318583,0
112,5,NA,-1.3527611886488888,0
112,5,NA,-0.42912256917699115,0
112,10,0,-2.2421644878318583,0
112,10,0,-0.9292921247632744,0
112,10,0,-0.1847670895389755,0
112,10,0,0.07516619199555553,0
112,10,0,0.8463582874052864,0
112,10,NA,-2.2421644878318583,0
112,10,NA,-0.9292921247632744,0
112,10,NA,1.370355383663697,0
112,50,0,0.07516619199555553,1
112,50,0,2.3996080321492204,1
112,50,1,-1.3527611886488888,1
112,50,1,-0.42912256917699115,1
112,50,1,0.07516619199555553,1
112,50,1,0.4568881645622222,1
112,50,1,0.8463582874052864,1
112,50,1,1.370355383663697,0.8823529411764706
112,50,1,2.3996080321492204,1
112,50,NA,0.07516619199555553,1
112,50,NA,0.8463582874052864,1
112,50,NA,1.370355383663697,1
112,50,NA,2.3996080321492204,1
114,5,0,-2.2421644878318583,0
114,5,0,-1.3527611886488888,0
114,5,0,-0.9292921247632744,0
114,5,0,-0.42912256917699115,0
114,5,0,-0.1847670895389755,0
114,5,0,0.4568881645622222,0
114,5,0,0.8463582874052864,0
114,5,NA,-1.3527611886488888,0
114,5,NA,-0.42912256917699115,0
114,5,NA,-0.1847670895389755,0
114,5,NA,0.4568881645622222,0
114,10,0,-2.2421644878318583,0.5
114,10,0,-0.9292921247632744,0.5
114,10,0,-0.1847670895389755,1
114,10,0,0.07516619199555553,1
114,10,1,-2.2421644878318583,1
114,10,1,-1.3527611886488888,0.8571428571428571
114,10,1,-0.9292921247632744,0.625
114,10,1,-0.1847670895389755,0.6666666666666666
114,10,1,0.07516619199555553,0.8
114,10,1,0.8463582874052864,1
114,10,1,1.370355383663697,1
114,10,NA,-0.9292921247632744,0
114,10,NA,-0.1847670895389755,0
114,10,NA,0.07516619199555553,1
114,50,0,2.3996080321492204,1
114,50,1,-1.3527611886488888,1
114,50,1,-0.9292921247632744,1
114,50,1,-0.42912256917699115,1
114,50,1,0.07516619199555553,0.8888888888888888
114,50,1,0.8463582874052864,1
114,50,1,1.370355383663697,1
114,50,1,2.3996080321492204,1
114,50,NA,1.370355383663697,1
114,50,NA,2.3996080321492204,1
115,5,0,-2.2421644878318583,0
115,5,0,-1.3527611886488888,0
115,5,0,-0.9292921247632744,0
115,5,0,-0.42912256917699115,0
115,5,0,-0.1847670895389755,0
115,5,0,0.4568881645622222,0
115,5,0,0.8463582874052864,0
115,5,NA,-2.2421644878318583,0
115,5,NA,-0.9292921247632744,0
115,5,NA,-0.1847670895389755,0
115,10,0,-1.3527611886488888,0.75
115,10,0,-0.42912256917699115,1
115,10,0,0.07516619199555553,0.6666666666666666
115,10,0,0.8463582874052864,1
115,10,1,-2.2421644878318583,0
115,10,1,-1.3527611886488888,0.5
115,10,1,-0.9292921247632744,0.8571428571428571
115,10,1,-0.42912256917699115,0.8333333333333334
115,10,1,0.07516619199555553,0.8
115,10,1,0.8463582874052864,0.75
115,10,NA,-1.3527611886488888,0.5
115,10,NA,-0.9292921247632744,1
115,10,NA,-0.42912256917699115,1
115,50,0,-0.42912256917699115,1
115,50,0,0.4568881645622222,0
115,50,0,1.370355383663697,1
115,50,0,2.3996080321492204,1
115,50,1,-0.42912256917699115,1
115,50,1,0.4568881645622222,0.9090909090909091
115,50,1,0.8463582874052864,0
115,50,1,1.370355383663697,0.8666666666666667
115,50,1,2.3996080321492204,0.9166666666666666
115,50,NA,0.8463582874052864,1
115,50,NA,1.370355383663697,1
115,50,NA,2.3996080321492204,1
116,5,0,-2.2421644878318583,0
116,5,0,-1.3527611886488888,0
116,5,0,-0.9292921247632744,0
116,5,0,-0.42912256917699115,0
116,5,0,-0.1847670895389755,0
116,5,0,0.4568881645622222,0.14285714285714285
116,5,1,-2.2421644878318583,1
116,5,1,-1.3527611886488888,1
116,5,1,-0.42912256917699115,1
116,5,1,0.4568881645622222,1
116,5,NA,-2.2421644878318583,0.5
116,5,NA,-1.3527611886488888,0
116,5,NA,-0.42912256917699115,0
116,10,0,-2.2421644878318583,0
116,10,0,-1.3527611886488888,0.16666666666666666
116,10,0,-0.9292921247632744,0
116,10,0,-0.1847670895389755,0.3
116,10,0,0.07516619199555553,0
116,10,0,0.4568881645622222,0.25
116,10,0,0.8463582874052864,0.42857142857142855
116,10,1,-1.3527611886488888,1
116,10,1,-0.9292921247632744,0.75
116,10,1,-0.1847670895389755,0.6666666666666666
116,10,1,0.07516619199555553,0.6
116,10,1,0.4568881645622222,0
116,10,1,0.8463582874052864,1
116,10,NA,-0.9292921247632744,0
116,10,NA,0.8463582874052864,0
116,50,0,-0.42912256917699115,0.5
116,50,0,0.8463582874052864,1
116,50,1,-1.3527611886488888,1
116,50,1,-0.42912256917699115,0.8333333333333334
116,50,1,0.07516619199555553,1
116,50,1,0.4568881645622222,1
116,50,1,0.8463582874052864,1
116,50,1,1.370355383663697,1
116,50,1,2.3996080321492204,1
116,50,NA,2.3996080321492204,1
117,5,0,-2.2421644878318583,0.16666666666666666
117,5,0,-1.3527611886488888,0.3333333333333333
117,5,0,-0.42912256917699115,0.16666666666666666
117,5,0,-0.1847670895389755,0.625
117,5,0,0.4568881645622222,0.6666666666666666
117,5,1,-1.3527611886488888,0
117,5,1,-0.42912256917699115,0
117,5,1,-0.1847670895389755,0.6666666666666666
117,5,1,0.4568881645622222,0.7142857142857143
117,5,NA,-2.2421644878318583,0
117,5,NA,-1.3527611886488888,0
117,5,NA,-0.42912256917699115,1
117,5,NA,0.4568881645622222,0
117,10,0,-2.2421644878318583,1
117,10,0,-0.9292921247632744,1
117,10,0,-0.1847670895389755,1
117,10,0,0.8463582874052864,1
117,10,1,-2.2421644878318583,0.6666666666666666
117,10,1,-1.3527611886488888,0.8
117,10,1,-0.9292921247632744,0.75
117,10,1,-0.1847670895389755,0.625
117,10,1,0.07516619199555553,1
117,10,1,0.4568881645622222,0
117,10,1,0.8463582874052864,0.6666666666666666
117,10,NA,-2.2421644878318583,1
117,10,NA,-1.3527611886488888,1
117,10,NA,-0.9292921247632744,1
117,10,NA,-0.42912256917699115,1
117,10,NA,0.8463582874052864,1
117,50,1,-0.42912256917699115,1
117,50,1,0.07516619199555553,1
117,50,1,0.4568881645622222,1
117,50,1,0.8463582874052864,1
117,50,1,1.370355383663697,1
117,50,1,2.3996080321492204,1
117,50,NA,0.4568881645622222,1
117,50,NA,2.3996080321492204,1
118,5,0,-2.2421644878318583,0.5
118,5,0,-1.3527611886488888,0
118,5,0,-0.9292921247632744,0.5
118,5,0,-0.42912256917699115,0
118,5,0,-0.1847670895389755,0.6666666666666666
118,5,0,0.07516619199555553,0.5
118,5,0,0.4568881645622222,0
118,5,0,0.8463582874052864,0.5
118,5,1,-2.2421644878318583,0
118,5,1,-0.9292921247632744,0.2
118,5,1,-0.1847670895389755,0.25
118,5,1,0.07516619199555553,1
118,5,1,0.8463582874052864,0
118,5,NA,-1.3527611886488888,0
118,5,NA,-0.9292921247632744,0.5
118,5,NA,-0.1847670895389755,0
118,5,NA,0.8463582874052864,1
118,10,1,-2.2421644878318583,1
118,10,1,-1.3527611886488888,1
118,10,1,-0.9292921247632744,1
118,10,1,-0.42912256917699115,1
118,10,1,-0.1847670895389755,1
118,10,1,0.07516619199555553,1
118,10,1,0.8463582874052864,1
118,10,1,1.370355383663697,1
118,10,NA,-1.3527611886488888,1
118,10,NA,-0.42912256917699115,1
118,10,NA,0.07516619199555553,1
118,10,NA,0.8463582874052864,1
118,50,0,1.370355383663697,1
118,50,1,-1.3527611886488888,1
118,50,1,-0.42912256917699115,1
118,50,1,0.07516619199555553,1
118,50,1,0.4568881645622222,1
118,50,1,1.370355383663697,1
118,50,1,2.3996080321492204,0.9285714285714286
118,50,NA,1.370355383663697,1
118,50,NA,2.3996080321492204,1
119,5,0,-2.2421644878318583,0
119,5,0,-1.3527611886488888,0.09090909090909091
119,5,0,-0.9292921247632744,0
119,5,0,-0.42912256917699115,0
119,5,0,-0.1847670895389755,0
119,5,0,0.4568881645622222,0
119,5,0,0.8463582874052864,0
119,5,1,-0.1847670895389755,0
119,5,NA,-2.2421644878318583,0
119,5,NA,-0.9292921247632744,0
119,5,NA,-0.1847670895389755,0
119,10,0,-0.9292921247632744,1
119,10,0,0.07516619199555553,1
119,10,0,0.8463582874052864,1
119,10,1,-2.2421644878318583,1
119,10,1,-1.3527611886488888,1
119,10,1,-0.9292921247632744,1
119,10,1,-0.1847670895389755,1
119,10,1,0.07516619199555553,0.7777777777777778
119,10,1,0.8463582874052864,0.9
119,10,1,1.370355383663697,1
119,10,NA,-1.3527611886488888,1
119,10,NA,-0.9292921247632744,1
119,10,NA,0.07516619199555553,1
119,50,1,0.07516619199555553,1
119,50,1,0.4568881645622222,1
119,50,1,0.8463582874052864,1
119,50,1,1.370355383663697,1
119,50,1,2.3996080321492204,1
119,50,NA,0.07516619199555553,1
119,50,NA,1.370355383663697,1
119,50,NA,2.3996080321492204,1
121,5,0,-2.2421644878318583,0
121,5,0,-1.3527611886488888,0
121,5,0,-0.9292921247632744,0.14285714285714285
121,5,0,-0.42912256917699115,0
121,5,0,-0.1847670895389755,0.13333333333333333
121,5,0,0.4568881645622222,0
121,5,0,0.8463582874052864,0
121,5,1,-0.1847670895389755,0.5
121,5,1,0.4568881645622222,0
121,5,NA,-2.2421644878318583,0
121,5,NA,-1.3527611886488888,0
121,5,NA,-0.42912256917699115,0
121,5,NA,0.4568881645622222,0
121,10,0,-2.2421644878318583,1
121,10,0,-1.3527611886488888,1
121,10,0,-0.9292921247632744,1
121,10,0,0.07516619199555553,1
121,10,1,-2.2421644878318583,0.6
121,10,1,-1.3527611886488888,1
121,10,1,-0.9292921247632744,1
121,10,1,-0.42912256917699115,1
121,10,1,-0.1847670895389755,1
121,10,1,0.07516619199555553,0.8888888888888888
121,10,1,0.4568881645622222,1
121,10,1,0.8463582874052864,1
121,10,NA,-2.2421644878318583,1
121,10,NA,-1.3527611886488888,1
121,10,NA,0.07516619199555553,1
121,10,NA,0.8463582874052864,1
121,50,0,1.370355383663697,1
121,50,1,-1.3527611886488888,1
121,50,1,-0.42912256917699115,1
121,50,1,0.4568881645622222,1
121,50,1,0.8463582874052864,1
121,50,1,1.370355383663697,0.9411764705882353
121,50,1,2.3996080321492204,0.8571428571428571
121,50,NA,0.4568881645622222,1
121,50,NA,2.3996080321492204,1
122,5,0,-2.2421644878318583,0
122,5,0,-1.3527611886488888,0
122,5,0,-0.42912256917699115,0.047619047619047616
122,5,0,0.4568881645622222,0.2727272727272727
122,5,1,-1.3527611886488888,0
122,5,1,-0.42912256917699115,0.5
122,5,1,0.4568881645622222,0.5
122,5,NA,-2.2421644878318583,0
122,5,NA,0.07516619199555553,0
122,5,NA,0.4568881645622222,0
122,10,0,0.4568881645622222,1
122,10,0,0.8463582874052864,0.5
122,10,1,-2.2421644878318583,1
122,10,1,-1.3527611886488888,1
122,10,1,-0.9292921247632744,1
122,10,1,-0.42912256917699115,1
122,10,1,-0.1847670895389755,0.9375
122,10,1,0.07516619199555553,1
122,10,1,0.4568881645622222,1
122,10,1,0.8463582874052864,0.875
122,10,NA,-2.2421644878318583,1
122,10,NA,-1.3527611886488888,1
122,10,NA,0.8463582874052864,1
122,50,0,0.8463582874052864,1
122,50,1,-0.9292921247632744,1
122,50,1,0.07516619199555553,1
122,50,1,0.8463582874052864,0.8888888888888888
122,50,1,1.370355383663697,1
122,50,1,2.3996080321492204,1
122,50,NA,0.8463582874052864,1
122,50,NA,2.3996080321492204,1
123,5,0,-2.2421644878318583,0.1111111111111111
123,5,0,-1.3527611886488888,0
123,5,0,-0.9292921247632744,0
123,5,0,-0.42912256917699115,0
123,5,0,-0.1847670895389755,0.13333333333333333
123,5,0,0.07516619199555553,0
123,5,0,0.4568881645622222,0
123,5,0,0.8463582874052864,0
123,5,1,-2.2421644878318583,1
123,5,1,-1.3527611886488888,0
123,5,1,-0.9292921247632744,1
123,5,1,-0.42912256917699115,0
123,5,1,0.07516619199555553,1
123,5,1,0.4568881645622222,1
123,5,NA,-2.2421644878318583,0
123,5,NA,-1.3527611886488888,0
123,5,NA,-0.9292921247632744,1
123,5,NA,-0.42912256917699115,1
123,10,0,-2.2421644878318583,0
123,10,0,-1.3527611886488888,0
123,10,0,-0.9292921247632744,0
123,10,0,-0.42912256917699115,0
123,10,0,-0.1847670895389755,1
123,10,0,0.07516619199555553,0
123,10,0,0.8463582874052864,0
123,10,0,1.370355383663697,0
123,10,1,-1.3527611886488888,1
123,10,1,-0.9292921247632744,0.6666666666666666
123,10,1,-0.42912256917699115,1
123,10,1,-0.1847670895389755,1
123,10,1,0.07516619199555553,1
123,10,1,0.8463582874052864,1
123,10,NA,-2.2421644878318583,0
123,10,NA,-1.3527611886488888,0
123,10,NA,0.07516619199555553,1
123,10,NA,0.8463582874052864,0
123,50,0,2.3996080321492204,1
123,50,1,-1.3527611886488888,1
123,50,1,-0.42912256917699115,0.8571428571428571
123,50,1,0.07516619199555553,1
123,50,1,0.4568881645622222,1
123,50,1,0.8463582874052864,1
123,50,1,1.370355383663697,1
123,50,1,2.3996080321492204,1
123,50,NA,0.07516619199555553,1
123,50,NA,1.370355383663697,1
123,50,NA,2.3996080321492204,1
124,5,0,-2.2421644878318583,0
124,5,0,-1.3527611886488888,0
124,5,0,-0.9292921247632744,0.1
124,5,0,-0.42912256917699115,0.09090909090909091
124,5,0,-0.1847670895389755,0
124,5,0,0.4568881645622222,0.07692307692307693
124,5,1,-0.9292921247632744,0
124,5,NA,-2.2421644878318583,0
124,5,NA,-0.9292921247632744,0
124,5,NA,-0.1847670895389755,0
124,10,0,-2.2421644878318583,0
124,10,0,-1.3527611886488888,0.5
124,10,0,-0.9292921247632744,0
124,10,0,-0.1847670895389755,0.6666666666666666
124,10,0,0.07516619199555553,0.5
124,10,0,0.4568881645622222,1
124,10,0,0.8463582874052864,1
124,10,1,-2.2421644878318583,1
124,10,1,-1.3527611886488888,1
124,10,1,-0.9292921247632744,0.75
124,10,1,-0.42912256917699115,1
124,10,1,-0.1847670895389755,0
124,10,1,0.07516619199555553,0.8
124,10,1,0.8463582874052864,0.7777777777777778
124,10,NA,-2.2421644878318583,0
124,10,NA,0.07516619199555553,0.5
124,50,1,-0.9292921247632744,1
124,50,1,-0.42912256917699115,1
124,50,1,-0.1847670895389755,1
124,50,1,0.4568881645622222,1
124,50,1,1.370355383663697,1
124,50,1,2.3996080321492204,1
124,50,NA,0.4568881645622222,1
124,50,NA,2.3996080321492204,1
125,5,0,-2.2421644878318583,0.16666666666666666
125,5,0,-1.3527611886488888,0
125,5,0,-0.9292921247632744,0
125,5,0,-0.42912256917699115,0
125,5,0,-0.1847670895389755,0.25
125,5,0,0.4568881645622222,0.2222222222222222
125,5,1,-2.2421644878318583,1
125,5,1,-1.3527611886488888,0
125,5,1,-0.9292921247632744,0
125,5,1,0.4568881645622222,0
125,5,NA,-2.2421644878318583,0
125,5,NA,-0.9292921247632744,0
125,5,NA,-0.1847670895389755,0
125,5,NA,0.4568881645622222,0
125,10,0,-2.2421644878318583,0.16666666666666666
125,10,0,-1.3527611886488888,0
125,10,0,-0.9292921247632744,0.3333333333333333
125,10,0,-0.42912256917699115,0
125,10,0,-0.1847670895389755,1
125,10,0,0.07516619199555553,1
125,10,0,0.8463582874052864,0.75
125,10,1,-1.3527611886488888,0.5
125,10,1,-0.9292921247632744,0.42857142857142855
125,10,1,-0.1847670895389755,1
125,10,1,0.07516619199555553,0.5
125,10,1,0.8463582874052864,0.75
125,10,NA,-2.2421644878318583,1
125,10,NA,-1.3527611886488888,1
125,10,NA,-0.42912256917699115,0
125,10,NA,0.07516619199555553,0.5
125,50,1,-0.42912256917699115,1
125,50,1,0.07516619199555553,1
125,50,1,0.4568881645622222,1
125,50,1,0.8463582874052864,1
125,50,1,1.370355383663697,1
125,50,1,2.3996080321492204,1
125,50,NA,-0.42912256917699115,1
125,50,NA,2.3996080321492204,1
126,5,0,-2.2421644878318583,0
126,5,0,-1.3527611886488888,0
126,5,0,-0.9292921247632744,0
126,5,0,-0.42912256917699115,0
126,5,0,-0.1847670895389755,0.16666666666666666
126,5,0,0.4568881645622222,0
126,5,0,0.8463582874052864,0
126,5,1,-2.2421644878318583,0
126,5,NA,-2.2421644878318583,0
126,5,NA,-1.3527611886488888,0
126,5,NA,-0.42912256917699115,0
126,10,0,-2.2421644878318583,0.45454545454545453
126,10,0,-1.3527611886488888,0
126,10,0,-0.9292921247632744,0.2857142857142857
126,10,0,-0.1847670895389755,0.75
126,10,0,0.07516619199555553,0.6666666666666666
126,10,0,0.8463582874052864,1
126,10,1,-2.2421644878318583,0
126,10,1,-1.3527611886488888,0.5
126,10,1,-0.9292921247632744,0.25
126,10,1,-0.1847670895389755,0
126,10,1,0.07516619199555553,0.6666666666666666
126,10,1,0.8463582874052864,0.3333333333333333
