subject,mag,mu_val_graph,pursue_rate
103,5,-1.4489425653480177,16.666666666666664
103,5,-1.2001694109355556,0
103,5,-0.6352107802882097,0
103,5,-0.5064384402392776,0
103,5,-0.3770650535866667,0
103,5,0.1778435761111111,0
103,5,0.3572009448473804,25
103,5,0.6531693227066666,0
103,5,1.1690471489131402,0
103,5,1.847497369132287,0
103,10,-1.4489425653480177,60
103,10,-1.2001694109355556,0
103,10,-0.6352107802882097,33.33333333333333
103,10,-0.5064384402392776,33.33333333333333
103,10,-0.3770650535866667,100
103,10,0.1778435761111111,100
103,10,0.3572009448473804,33.33333333333333
103,10,0.6531693227066666,0
103,10,1.1690471489131402,50
103,10,1.847497369132287,33.33333333333333
103,50,-1.4489425653480177,100
103,50,-1.2001694109355556,100
103,50,-0.6352107802882097,100
103,50,-0.5064384402392776,100
103,50,-0.3770650535866667,66.66666666666666
103,50,0.1778435761111111,100
103,50,0.3572009448473804,100
103,50,0.6531693227066666,100
103,50,1.1690471489131402,100
103,50,1.847497369132287,100
104,5,-1.4489425653480177,0
104,5,-1.2001694109355556,8.333333333333332
104,5,-0.6352107802882097,0
104,5,-0.5064384402392776,0
104,5,-0.3770650535866667,0
104,5,0.1778435761111111,0
104,5,0.3572009448473804,0
104,5,0.6531693227066666,0
104,5,1.1690471489131402,0
104,5,1.847497369132287,0
104,10,-1.4489425653480177,66.66666666666666
104,10,-1.2001694109355556,80
104,10,-0.6352107802882097,57.14285714285714
104,10,-0.5064384402392776,33.33333333333333
104,10,-0.3770650535866667,50
104,10,0.1778435761111111,42.857142857142854
104,10,0.3572009448473804,37.5
104,10,0.6531693227066666,16.666666666666664
104,10,1.1690471489131402,18.181818181818183
104,10,1.847497369132287,0
104,50,-1.4489425653480177,100
104,50,-1.2001694109355556,100
104,50,-0.6352107802882097,100
104,50,-0.5064384402392776,100
104,50,-0.3770650535866667,100
104,50,0.1778435761111111,100
104,50,0.3572009448473804,100
104,50,0.6531693227066666,100
104,50,1.1690471489131402,100
104,50,1.847497369132287,100
105,5,-1.4489425653480177,0
105,5,-1.2001694109355556,0
105,5,-0.6352107802882097,6.25
105,5,-0.5064384402392776,0
105,5,-0.3770650535866667,0
105,5,0.1778435761111111,7.6923076923076925
105,5,1.1690471489131402,0
105,5,1.847497369132287,0
105,10,-1.4489425653480177,71.42857142857143
105,10,-1.2001694109355556,66.66666666666666
105,10,-0.6352107802882097,36.36363636363637
105,10,-0.5064384402392776,80
105,10,-0.3770650535866667,100
105,10,0.1778435761111111,46.15384615384615
105,10,0.3572009448473804,50
105,10,0.6531693227066666,0
105,10,1.1690471489131402,75
105,10,1.847497369132287,0
105,50,-1.4489425653480177,100
105,50,-1.2001694109355556,100
105,50,-0.6352107802882097,100
105,50,-0.5064384402392776,100
105,50,0.1778435761111111,100
105,50,0.3572009448473804,100
105,50,0.6531693227066666,100
105,50,1.1690471489131402,100
105,50,1.847497369132287,100
106,5,-1.4489425653480177,0
106,5,-1.2001694109355556,0
106,5,-0.6352107802882097,20
106,5,-0.5064384402392776,7.142857142857142
106,5,-0.3770650535866667,0
106,5,0.1778435761111111,0
106,5,0.3572009448473804,0
106,5,0.6531693227066666,0
106,5,1.1690471489131402,0
106,5,1.847497369132287,0
106,10,-1.4489425653480177,100
106,10,-1.2001694109355556,80
106,10,-0.6352107802882097,66.66666666666666
106,10,-0.5064384402392776,100
106,10,-0.3770650535866667,66.66666666666666
106,10,0.1778435761111111,71.42857142857143
106,10,0.3572009448473804,100
106,10,0.6531693227066666,50
106,10,1.1690471489131402,40
106,10,1.847497369132287,42.857142857142854
106,50,-1.4489425653480177,100
106,50,-1.2001694109355556,100
106,50,-0.6352107802882097,100
106,50,-0.5064384402392776,100
106,50,-0.3770650535866667,100
106,50,0.1778435761111111,100
106,50,0.3572009448473804,100
106,50,0.6531693227066666,100
106,50,1.1690471489131402,100
106,50,1.847497369132287,100
107,5,-1.4489425653480177,0
107,5,-1.2001694109355556,0
107,5,-0.5064384402392776,0
107,5,-0.3770650535866667,0
107,5,0.1778435761111111,0
107,5,0.3572009448473804,0
107,5,0.6531693227066666,0
107,5,1.1690471489131402,0
107,5,1.847497369132287,0
107,10,-1.4489425653480177,50
107,10,-1.2001694109355556,37.5
107,10,-0.5064384402392776,50
107,10,-0.3770650535866667,9.090909090909092
107,10,0.1778435761111111,0
107,10,0.3572009448473804,0
107,10,0.6531693227066666,20
107,10,1.1690471489131402,0
107,10,1.847497369132287,0
107,50,-1.4489425653480177,100
107,50,-1.2001694109355556,100
107,50,-0.5064384402392776,100
107,50,-0.3770650535866667,100
107,50,0.1778435761111111,100
107,50,0.3572009448473804,100
107,50,0.6531693227066666,100
107,50,1.1690471489131402,100
107,50,1.847497369132287,100
109,5,-1.4489425653480177,45.45454545454545
109,5,-1.2001694109355556,0
109,5,-0.6352107802882097,33.33333333333333
109,5,-0.5064384402392776,0
109,5,-0.3770650535866667,41.66666666666667
109,5,0.1778435761111111,0
109,5,0.3572009448473804,42.857142857142854
109,5,0.6531693227066666,50
109,5,1.1690471489131402,60
109,5,1.847497369132287,50
109,10,-1.4489425653480177,57.14285714285714
109,10,-0.6352107802882097,100
109,10,-0.5064384402392776,57.14285714285714
109,10,-0.3770650535866667,87.5
109,10,0.3572009448473804,90.9090909090909
109,10,0.6531693227066666,0
109,10,1.1690471489131402,100
109,10,1.847497369132287,66.66666666666666
109,50,-1.4489425653480177,100
109,50,-1.2001694109355556,100
109,50,-0.5064384402392776,100
109,50,-0.3770650535866667,100
109,50,0.3572009448473804,100
109,50,0.6531693227066666,100
109,50,1.1690471489131402,100
109,50,1.847497369132287,100
110,5,-1.4489425653480177,0
110,5,-1.2001694109355556,0
110,5,-0.6352107802882097,6.666666666666667
110,5,-0.5064384402392776,16.666666666666664
110,5,-0.3770650535866667,20
110,5,0.1778435761111111,0
110,5,0.3572009448473804,0
110,5,0.6531693227066666,0
110,5,1.1690471489131402,0
110,5,1.847497369132287,0
110,10,-1.4489425653480177,100
110,10,-1.2001694109355556,50
110,10,-0.6352107802882097,55.55555555555556
110,10,-0.5064384402392776,66.66666666666666
110,10,-0.3770650535866667,0
110,10,0.1778435761111111,0
110,10,0.3572009448473804,66.66666666666666
110,10,0.6531693227066666,22.22222222222222
110,10,1.1690471489131402,30
110,10,1.847497369132287,25
110,50,-1.4489425653480177,100
110,50,-1.2001694109355556,100
110,50,-0.6352107802882097,100
110,50,-0.5064384402392776,100
110,50,-0.3770650535866667,100
110,50,0.1778435761111111,100
110,50,0.3572009448473804,100
110,50,0.6531693227066666,100
