subject,mu_val_graph,switch_rate,facet_label
103,-1.4228325276027398,0,(i) Pursue-sw. [50-pt]
103,-0.9755140374041096,0,(i) Pursue-sw. [50-pt]
103,-0.5297668087248322,0,(i) Pursue-sw. [50-pt]
103,-0.38809865216312056,20,(i) Pursue-sw. [50-pt]
103,0.1427628579310345,0,(i) Pursue-sw. [50-pt]
103,0.3369038984109589,0,(i) Pursue-sw. [50-pt]
103,0.48848198785714286,0,(i) Pursue-sw. [50-pt]
103,1.2773727680342466,0,(i) Pursue-sw. [50-pt]
103,1.9878016572517483,0,(i) Pursue-sw. [50-pt]
104,-1.4228325276027398,0,(i) Pursue-sw. [50-pt]
104,-0.9755140374041096,0,(i) Pursue-sw. [50-pt]
104,-0.5297668087248322,0,(i) Pursue-sw. [50-pt]
104,-0.38809865216312056,0,(i) Pursue-sw. [50-pt]
104,0.1427628579310345,0,(i) Pursue-sw. [50-pt]
104,0.3369038984109589,0,(i) Pursue-sw. [50-pt]
104,0.48848198785714286,0,(i) Pursue-sw. [50-pt]
104,1.0315206033450703,0,(i) Pursue-sw. [50-pt]
104,1.2773727680342466,0,(i) Pursue-sw. [50-pt]
104,1.9878016572517483,0,(i) Pursue-sw. [50-pt]
105,-1.4228325276027398,0,(i) Pursue-sw. [50-pt]
105,-0.9755140374041096,0,(i) Pursue-sw. [50-pt]
105,-0.5297668087248322,0,(i) Pursue-sw. [50-pt]
105,0.1427628579310345,0,(i) Pursue-sw. [50-pt]
105,0.3369038984109589,0,(i) Pursue-sw. [50-pt]
105,1.0315206033450703,0,(i) Pursue-sw. [50-pt]
105,1.2773727680342466,0,(i) Pursue-sw. [50-pt]
105,1.9878016572517483,0,(i) Pursue-sw. [50-pt]
106,-1.4228325276027398,0,(i) Pursue-sw. [50-pt]
106,-0.9755140374041096,0,(i) Pursue-sw. [50-pt]
106,-0.5297668087248322,0,(i) Pursue-sw. [50-pt]
106,-0.38809865216312056,0,(i) Pursue-sw. [50-pt]
106,0.1427628579310345,0,(i) Pursue-sw. [50-pt]
106,0.3369038984109589,0,(i) Pursue-sw. [50-pt]
106,1.0315206033450703,0,(i) Pursue-sw. [50-pt]
106,1.9878016572517483,0,(i) Pursue-sw. [50-pt]
107,-1.4228325276027398,0,(i) Pursue-sw. [50-pt]
107,-0.9755140374041096,0,(i) Pursue-sw. [50-pt]
107,-0.5297668087248322,0,(i) Pursue-sw. [50-pt]
107,-0.38809865216312056,0,(i) Pursue-sw. [50-pt]
107,0.3369038984109589,0,(i) Pursue-sw. [50-pt]
107,0.48848198785714286,0,(i) Pursue-sw. [50-pt]
107,1.0315206033450703,0,(i) Pursue-sw. [50-pt]
107,1.2773727680342466,0,(i) Pursue-sw. [50-pt]
107,1.9878016572517483,0,(i) Pursue-sw. [50-pt]
109,-1.4228325276027398,0,(i) Pursue-sw. [50-pt]
109,-0.9755140374041096,0,(i) Pursue-sw. [50-pt]
109,-0.5297668087248322,0,(i) Pursue-sw. [50-pt]
109,-0.38809865216312056,0,(i) Pursue-sw. [50-pt]
109,0.1427628579310345,0,(i) Pursue-sw. [50-pt]
109,0.3369038984109589,0,(i) Pursue-sw. [50-pt]
109,0.48848198785714286,0,(i) Pursue-sw. [50-pt]
109,1.0315206033450703,0,(i) Pursue-sw. [50-pt]
109,1.2773727680342466,0,(i) Pursue-sw. [50-pt]
