test,estimate,statistic,df,p_value,CI_low,CI_high,p_holm
DRN_vs_0,0.03534480236364106,2.8435191368955244,26,0.008575204388380737,0.009794673012024269,0.06089493171525786,0.04287602194190368
Hb_vs_0,-0.013382765084995267,-0.7984022401223932,26,0.4318698316354058,-0.04783741240466304,0.0210718822346725,0.8637396632708116
LC_vs_0,0.02357331199845653,1.618307124587989,26,0.11766535566827996,-0.00636886402173318,0.05351548801864624,0.47066142267311983
MBD_vs_0,-0.004173950049681256,-0.33620348579633746,26,0.7394157392836185,-0.02969324882263338,0.021345348723270867,0.8637396632708116
MS_vs_0,0.01567322781948609,1.369060567408919,26,0.18269227896964532,-0.007858807174760738,0.03920526281373292,0.5480768369089359
