test,estimate,statistic,df,p_value,CI_low,CI_high,p_holm
dACC_vs_0,0.024799149066123283,1.736792907936521,26,0.09425952872185228,-0.004551144066564036,0.054149442198810606,0.18851905744370456
AI_vs_0,0.003020109978950049,0.2830694622817158,26,0.7793651850817389,-0.018910637759188845,0.024950857717088944,0.7793651850817389
