test,estimate,statistic,df,p_value,CI_low,CI_high,p_holm
DRN_vs_0,-0.009624448573449492,-0.840717402071019,26,0.40817176637600705,-0.03315594360935056,0.013907046462451583,1
Hb_vs_0,0.01696157729693672,0.835044485586129,26,0.4113004429956164,-0.02479071501979872,0.05871386961367216,1
LC_vs_0,-0.013380902285337932,-0.9632171943289624,26,0.34431225228353124,-0.041936080416556214,0.015174275845880342,1
MBD_vs_0,-0.021072614920938853,-1.644366580589816,26,0.11213944233912267,-0.04741429616797448,0.005269066326096779,0.44855776935649067
MS_vs_0,0.0330094036579765,2.799965377695137,26,0.009509836452771377,0.008776317952155966,0.05724248936379703,0.04754918226385688
