test,estimate,statistic,df,p_value,CI_low,CI_high,p_holm
policy_switch_DRN_vs_MBD,0.03951875241332232,3.201726276071202,26,0.003587363264943365,0.014147452071026412,0.06489005275561824,0.01434945305977346
policy_switch_DRN_vs_LC,0.011771490365184531,0.9929335760750075,26,0.3298938915339332,-0.012597355210554058,0.03614033594092312,0.3298938915339332
policy_switch_DRN_vs_Hb,0.04872756744863633,2.693626398338044,26,0.012211001659214446,0.011543142234387231,0.08591199266288542,0.03663300497764334
policy_switch_DRN_vs_MS,0.019671574544154965,1.5038741558350583,26,0.1446650313333539,-0.0072159814545154155,0.046559130542825344,0.2893300626667078
