DRN_custom,MBD,HB,BF,LC_Pauli,GLM,contrast,timelock
-0.0210651902867596,-0.0299394871397661,0.055235386029065,-0.0835293526749392,0.00524227828659488,GLM_0S7.1,contr1,offer-timelocked
-0.0309514922475908,0.0735590318385608,0.051037644586317,-0.0377312153120951,-0.155304868360719,GLM_0S7.1,contr1,offer-timelocked
0.020315328043684,-0.0524868998682432,0.0592892704842241,0.0682956113972205,0.0105663517240422,GLM_0S7.1,contr1,offer-timelocked
-0.0470277831991634,-0.0964143088538852,-0.0580840387327101,-0.0603953030736063,-0.106787598244078,GLM_0S7.1,contr1,offer-timelocked
-0.120200787402467,-0.0156342198681057,-0.0196154331538321,-0.0508424733978609,-0.0518452268289271,GLM_0S7.1,contr1,offer-timelocked
-0.0422366170622054,-0.171035252787706,-0.160766573456183,0.00624872141661219,0.00578316841847078,GLM_0S7.1,contr1,offer-timelocked
0.0401564237889287,0.0348375644224917,0.036085100421409,0.0263263298016891,0.0155785840947614,GLM_0S7.1,contr1,offer-timelocked
0.0515787004808197,0.0428230538620589,0.167749643852603,0.170954820441538,0.107153222385467,GLM_0S7.1,contr1,offer-timelocked
-0.0423479314689788,0.0265570710843384,0.286899806463767,0.0581473352603782,-0.111329327840178,GLM_0S7.1,contr1,offer-timelocked
0.0201570960173196,0.0258521265947511,0.109519348645234,0.0425112846340576,-0.0517465500261242,GLM_0S7.1,contr1,offer-timelocked
0.0823472070215442,-0.0315601390992417,-0.0553640569350217,0.081861058639361,0.0634518386156461,GLM_0S7.1,contr1,offer-timelocked
0.0116686047033881,-0.0351151219009085,-0.0416874048184592,0.0431013820733868,-0.0188120363681097,GLM_0S7.1,contr1,offer-timelocked
0.0213500303082092,-0.0210100841149024,0.0690569011392094,0.0740285058978772,0.0374280598172917,GLM_0S7.1,contr1,offer-timelocked
0.0523178224192715,-0.115997203169157,-0.150949447055488,0.0359632487847241,0.0255829254136341,GLM_0S7.1,contr1,offer-timelocked
0.0142910616243875,0.02531143819817,0.0124684572896548,0.0887386555834682,0.107664494051902,GLM_0S7.1,contr1,offer-timelocked
0.091362914239188,0.0304413488308588,0.139269100494586,0.0448625160046806,0.0657952418440124,GLM_0S7.1,contr1,offer-timelocked
-0.150840250774797,-0.100306693876652,-0.144378836675774,0.01964553671554,-0.0871027803522051,GLM_0S7.1,contr1,offer-timelocked
0.02776474165845,-0.126629520397296,0.00724919540133445,0.000299986747601007,-0.00206993048098209,GLM_0S7.1,contr1,offer-timelocked
-0.0669395088551641,-0.0340602800206371,0.0569961696400718,-0.0829118740876111,-0.0449273935183757,GLM_0S7.1,contr1,offer-timelocked
0.0195005598069575,0.138844957990943,0.0289515011911678,0.0178994572335509,0.0720442524600867,GLM_0S7.1,contr1,offer-timelocked
-0.014866792714791,0.0222234856491845,-0.147661801021306,0.0653476651538663,0.0117927242768186,GLM_0S7.1,contr1,offer-timelocked
0.0213326851498454,-0.043197009136025,0.0356704495350898,0.0821396741692041,-0.0288182259250204,GLM_0S7.1,contr1,offer-timelocked
0.00754727709282478,-0.0231612977598534,0.0162192583753786,0.0775675894968718,-0.0336893422312546,GLM_0S7.1,contr1,offer-timelocked
-0.130325449838129,-0.055321033958564,-0.00611101286347499,-0.0318451742821994,-0.121939163846464,GLM_0S7.1,contr1,offer-timelocked
-0.0524543637324592,-0.0661847552740983,-0.097124139180058,0.102499687798297,-0.133236162651378,GLM_0S7.1,contr1,offer-timelocked
-0.00938494645816818,0.0108587440694269,0.146085775081092,0.101163337405427,0.00126696060153188,GLM_0S7.1,contr1,offer-timelocked
-0.012909449797281,0.0177838818189085,0.0619223222793948,0.0309068869383258,0.056974142979432,GLM_0S7.1,contr1,offer-timelocked
