DRN_custom,BF,GLM,contrast,timelock
-0.0322268881368912,-0.0810406357880565,GLM_0S7.2,contr1,offer-timelocked
0.0491858986937508,-0.0262230915090591,GLM_0S7.2,contr1,offer-timelocked
0.0911993480408011,0.0651274587889587,GLM_0S7.2,contr1,offer-timelocked
-0.0526165398338164,-0.0512035575262662,GLM_0S7.2,contr1,offer-timelocked
-0.121231249032723,-0.0550922212422793,GLM_0S7.2,contr1,offer-timelocked
-0.0323601487705483,0.0195845573733667,GLM_0S7.2,contr1,offer-timelocked
0.0507078281915032,0.0375542156473749,GLM_0S7.2,contr1,offer-timelocked
0.112838136554095,0.175131838297306,GLM_0S7.2,contr1,offer-timelocked
-0.0477250493231571,0.0591580733759404,GLM_0S7.2,contr1,offer-timelocked
0.0230239478274826,0.0436120566378516,GLM_0S7.2,contr1,offer-timelocked
0.0843583586719408,0.0745416635507014,GLM_0S7.2,contr1,offer-timelocked
0.0364638036755488,0.0479327965487767,GLM_0S7.2,contr1,offer-timelocked
0.0674167812840464,0.0938938327014232,GLM_0S7.2,contr1,offer-timelocked
0.0414451557017678,0.0437589420110759,GLM_0S7.2,contr1,offer-timelocked
0.0185611870757672,0.0884027334042617,GLM_0S7.2,contr1,offer-timelocked
0.125748549939459,0.0414934344427537,GLM_0S7.2,contr1,offer-timelocked
-0.0804703211025133,0.0130971439339862,GLM_0S7.2,contr1,offer-timelocked
0.0319802205684795,0.00489143335793387,GLM_0S7.2,contr1,offer-timelocked
-0.0671097333668356,-0.0918609600315668,GLM_0S7.2,contr1,offer-timelocked
0.105309263912222,0.0280841317238269,GLM_0S7.2,contr1,offer-timelocked
0.00331090087460562,0.0790252704661247,GLM_0S7.2,contr1,offer-timelocked
0.0199189273073911,0.0838834110119845,GLM_0S7.2,contr1,offer-timelocked
0.0636199524985083,0.0678414297940449,GLM_0S7.2,contr1,offer-timelocked
-0.134291494097904,-0.0391655850329312,GLM_0S7.2,contr1,offer-timelocked
0.0119145890314036,0.0976823899412978,GLM_0S7.2,contr1,offer-timelocked
0.0189591548930961,0.0950531424618939,GLM_0S7.2,contr1,offer-timelocked
-0.015682808872862,0.0287150966235712,GLM_0S7.2,contr1,offer-timelocked
