DRN_custom,GLM,contrast,timelock
-0.0966158355461183,GLM_0S5.2_win6,contr1,offer-timelocked
-0.181769676869348,GLM_0S5.2_win6,contr1,offer-timelocked
-0.185939720239442,GLM_0S5.2_win6,contr1,offer-timelocked
0.0411459306964849,GLM_0S5.2_win6,contr1,offer-timelocked
0.00184602531611114,GLM_0S5.2_win6,contr1,offer-timelocked
-0.0650048570024309,GLM_0S5.2_win6,contr1,offer-timelocked
-0.0460786222995136,GLM_0S5.2_win6,contr1,offer-timelocked
-0.0153967345572575,GLM_0S5.2_win6,contr1,offer-timelocked
0,GLM_0S5.2_win6,contr1,offer-timelocked
-0.00110760808232352,GLM_0S5.2_win6,contr1,offer-timelocked
-0.111504773947654,GLM_0S5.2_win6,contr1,offer-timelocked
0.0011477229748689,GLM_0S5.2_win6,contr1,offer-timelocked
0.0161283907745764,GLM_0S5.2_win6,contr1,offer-timelocked
0,GLM_0S5.2_win6,contr1,offer-timelocked
0,GLM_0S5.2_win6,contr1,offer-timelocked
-0.217566029010425,GLM_0S5.2_win6,contr1,offer-timelocked
0,GLM_0S5.2_win6,contr1,offer-timelocked
0,GLM_0S5.2_win6,contr1,offer-timelocked
-0.0800818236396077,GLM_0S5.2_win6,contr1,offer-timelocked
-0.129713199313126,GLM_0S5.2_win6,contr1,offer-timelocked
-0.0111552232544443,GLM_0S5.2_win6,contr1,offer-timelocked
-0.204202228368429,GLM_0S5.2_win6,contr1,offer-timelocked
-0.0297347546204236,GLM_0S5.2_win6,contr1,offer-timelocked
-0.195527296147397,GLM_0S5.2_win6,contr1,offer-timelocked
0.127057082307011,GLM_0S5.2_win6,contr1,offer-timelocked
-0.0141416425406376,GLM_0S5.2_win6,contr1,offer-timelocked
0,GLM_0S5.2_win6,contr1,offer-timelocked
