DRN_custom,GLM,contrast,timelock
-0.104117138566953,GLM_0S5.2_win7,contr1,offer-timelocked
-0.171396785477735,GLM_0S5.2_win7,contr1,offer-timelocked
0.059591773937482,GLM_0S5.2_win7,contr1,offer-timelocked
0.0505619781492988,GLM_0S5.2_win7,contr1,offer-timelocked
-0.0114956022547101,GLM_0S5.2_win7,contr1,offer-timelocked
0.0259150972834145,GLM_0S5.2_win7,contr1,offer-timelocked
-0.0770652421685291,GLM_0S5.2_win7,contr1,offer-timelocked
-0.00251232169665008,GLM_0S5.2_win7,contr1,offer-timelocked
0,GLM_0S5.2_win7,contr1,offer-timelocked
0.127876447491728,GLM_0S5.2_win7,contr1,offer-timelocked
-0.138790891461427,GLM_0S5.2_win7,contr1,offer-timelocked
0,GLM_0S5.2_win7,contr1,offer-timelocked
0.0479857255358993,GLM_0S5.2_win7,contr1,offer-timelocked
0,GLM_0S5.2_win7,contr1,offer-timelocked
0,GLM_0S5.2_win7,contr1,offer-timelocked
-0.228185342620399,GLM_0S5.2_win7,contr1,offer-timelocked
0,GLM_0S5.2_win7,contr1,offer-timelocked
0,GLM_0S5.2_win7,contr1,offer-timelocked
-0.0885703167477603,GLM_0S5.2_win7,contr1,offer-timelocked
0.21736321940818,GLM_0S5.2_win7,contr1,offer-timelocked
0.00985702897068837,GLM_0S5.2_win7,contr1,offer-timelocked
0,GLM_0S5.2_win7,contr1,offer-timelocked
-0.261147734083316,GLM_0S5.2_win7,contr1,offer-timelocked
-0.184749305659977,GLM_0S5.2_win7,contr1,offer-timelocked
0.145347249982884,GLM_0S5.2_win7,contr1,offer-timelocked
0.0888514478996942,GLM_0S5.2_win7,contr1,offer-timelocked
0,GLM_0S5.2_win7,contr1,offer-timelocked
