DRN_custom,GLM,contrast,timelock
0.0214873905696937,GLM_0S5.4,contr2,offer-timelocked
0.10224445858402,GLM_0S5.4,contr2,offer-timelocked
-0.0390321785382696,GLM_0S5.4,contr2,offer-timelocked
0.00516724012468431,GLM_0S5.4,contr2,offer-timelocked
-0.0912627906598365,GLM_0S5.4,contr2,offer-timelocked
-0.00638873581859833,GLM_0S5.4,contr2,offer-timelocked
-0.0648318202193272,GLM_0S5.4,contr2,offer-timelocked
0.0831700044457553,GLM_0S5.4,contr2,offer-timelocked
0.0107701528150607,GLM_0S5.4,contr2,offer-timelocked
0.00335556086548673,GLM_0S5.4,contr2,offer-timelocked
0.0409652663710324,GLM_0S5.4,contr2,offer-timelocked
-0.0251371289265556,GLM_0S5.4,contr2,offer-timelocked
-0.0502890216045109,GLM_0S5.4,contr2,offer-timelocked
0.0505940238073139,GLM_0S5.4,contr2,offer-timelocked
-0.158900236286219,GLM_0S5.4,contr2,offer-timelocked
-0.0171109315492649,GLM_0S5.4,contr2,offer-timelocked
0.0545798352788416,GLM_0S5.4,contr2,offer-timelocked
-0.0976887104390132,GLM_0S5.4,contr2,offer-timelocked
0.0557823992068713,GLM_0S5.4,contr2,offer-timelocked
0.0716061850355224,GLM_0S5.4,contr2,offer-timelocked
-0.033097591615895,GLM_0S5.4,contr2,offer-timelocked
0.0281157093548861,GLM_0S5.4,contr2,offer-timelocked
-0.0837747290854175,GLM_0S5.4,contr2,offer-timelocked
0.0486701206327106,GLM_0S5.4,contr2,offer-timelocked
0.0983443170338982,GLM_0S5.4,contr2,offer-timelocked
0.0347779101182048,GLM_0S5.4,contr2,offer-timelocked
-0.0960037578817237,GLM_0S5.4,contr2,offer-timelocked
