DRN_custom,MBD,HB,BF,LC_Pauli,GLM,contrast,timelock
-0.0361281107995998,0.0593158885378471,-0.00555659292131637,-0.121560907393585,0.167355938988137,GLM_04.1c,contr1,offer-timelocked
0.17001432135102,0.0130065822688459,-0.0403029669332083,0.0794849927067747,0.145836150619736,GLM_04.1c,contr1,offer-timelocked
-0.144753213642362,-0.0224661942155889,-0.0194520874113954,0.0226538973550175,0.0026485175914235,GLM_04.1c,contr1,offer-timelocked
-0.11035407077933,-0.0921494712592755,-0.10605062847333,-0.0292842425758517,0.0386600226640753,GLM_04.1c,contr1,offer-timelocked
-0.0880784630025932,-0.000213522401046405,0.0182761120715305,0.0417138362207684,0.0295333504978217,GLM_04.1c,contr1,offer-timelocked
0.132777520039861,-0.010036737414811,0.0223236541913528,-0.0301860206520454,0.0864420429147265,GLM_04.1c,contr1,offer-timelocked
-0.0461378796689867,-0.0861463291352185,0.012176262578749,0.127463176729024,0.205760367712111,GLM_04.1c,contr1,offer-timelocked
-0.022591687134661,-0.186456591871488,-0.0933206307206222,-0.133473815349295,-0.179857130716405,GLM_04.1c,contr1,offer-timelocked
0.129209501113203,0.0477759214280499,0.0748827385288314,0.11025536642849,0.0777687635669683,GLM_04.1c,contr1,offer-timelocked
0.093787588511515,0.162684791117689,0.106896068154277,0.170629914874988,0.0232310764115938,GLM_04.1c,contr1,offer-timelocked
0.067551086446705,-0.0345119984652996,-0.111641005394852,-0.16216421928241,-0.0326414656833134,GLM_04.1c,contr1,offer-timelocked
0.0353900902187873,0.0100952276221589,0.0173552640180373,-0.0103191900512754,-0.0625852211049532,GLM_04.1c,contr1,offer-timelocked
-0.13219673771739,-0.0393467315642671,0.0856266439919658,0.0407235360810741,-0.0833279582266504,GLM_04.1c,contr1,offer-timelocked
-0.0178882844021878,0.0709813652252211,0.0829781036641884,0.104514887836536,0.0469612976790912,GLM_04.1c,contr1,offer-timelocked
0.00924636163290436,-0.0869927289918575,-0.0327973827656541,-0.0669343559312374,0.0313754321433272,GLM_04.1c,contr1,offer-timelocked
0.144704091900039,-0.014943076188326,-0.0229773350689056,0.045507353857023,0.00803710104722712,GLM_04.1c,contr1,offer-timelocked
0.0213819658367468,0.0570523306222559,0.0543766483939333,0.0692403466289653,0.0937469733028924,GLM_04.1c,contr1,offer-timelocked
-0.0675228755379152,-0.0980425589582223,-0.0448747246881372,0.085361500435339,0.0144643131165738,GLM_04.1c,contr1,offer-timelocked
-0.0472364301562749,0.0138891324990014,-0.00768152110373063,-0.0127118782950835,0.00186834764074915,GLM_04.1c,contr1,offer-timelocked
0.0197540906415565,0.195849329973068,-0.00594309210715512,0.00193496216875428,-0.0824934341635859,GLM_04.1c,contr1,offer-timelocked
-0.100583663040361,0.0159077461382168,0.110476483852774,0.0460352279405524,0.0298043410657851,GLM_04.1c,contr1,offer-timelocked
0.0116294595559077,0.0648472188484031,-0.0541187160330459,0.0788726262054708,-0.0125857906775792,GLM_04.1c,contr1,offer-timelocked
-0.0657945133529214,-0.0679439005191934,0.00294007848427289,0.184685029669727,0.0430401263627987,GLM_04.1c,contr1,offer-timelocked
0.0636943546250358,-0.0517603418557658,0.0351664630292519,0.102049660968218,0.0302569250662196,GLM_04.1c,contr1,offer-timelocked
-0.146146748751743,-0.0410223873352351,0.0577118917442288,-0.0341999127161494,-0.00463498435792557,GLM_04.1c,contr1,offer-timelocked
-0.0288631451984491,0.0624623598312922,0.0650617373030073,0.0677594889706641,0.0329993792111035,GLM_04.1c,contr1,offer-timelocked
-0.068875848795103,-0.0712734417392536,-0.0745521029925088,-0.0910055468568036,-0.0665625962569966,GLM_04.1c,contr1,offer-timelocked
