DRN_custom,GLM,contrast,timelock
-0.0744783525504664,GLM_0S5.4,contr1,offer-timelocked
-0.0305135633476412,GLM_0S5.4,contr1,offer-timelocked
0.107247646636681,GLM_0S5.4,contr1,offer-timelocked
-0.0451519322440883,GLM_0S5.4,contr1,offer-timelocked
-0.0122326900839314,GLM_0S5.4,contr1,offer-timelocked
-0.0363533338942391,GLM_0S5.4,contr1,offer-timelocked
0.0347618023114974,GLM_0S5.4,contr1,offer-timelocked
0.0537930362810683,GLM_0S5.4,contr1,offer-timelocked
0.0464965296692321,GLM_0S5.4,contr1,offer-timelocked
-0.023718466474494,GLM_0S5.4,contr1,offer-timelocked
0.16956779827542,GLM_0S5.4,contr1,offer-timelocked
0.0980435037034925,GLM_0S5.4,contr1,offer-timelocked
0.145034596192853,GLM_0S5.4,contr1,offer-timelocked
0.0896448369569393,GLM_0S5.4,contr1,offer-timelocked
0.0567463632319702,GLM_0S5.4,contr1,offer-timelocked
0.121717990484665,GLM_0S5.4,contr1,offer-timelocked
-0.04097499805493,GLM_0S5.4,contr1,offer-timelocked
0.102176996702945,GLM_0S5.4,contr1,offer-timelocked
-0.0664594870209305,GLM_0S5.4,contr1,offer-timelocked
0.0809147754027164,GLM_0S5.4,contr1,offer-timelocked
0.0223471754051139,GLM_0S5.4,contr1,offer-timelocked
0.0671940410062654,GLM_0S5.4,contr1,offer-timelocked
-0.0293900254227479,GLM_0S5.4,contr1,offer-timelocked
-0.109313640651929,GLM_0S5.4,contr1,offer-timelocked
0.0305242806331421,GLM_0S5.4,contr1,offer-timelocked
0.0191504880894959,GLM_0S5.4,contr1,offer-timelocked
-0.0276892035083694,GLM_0S5.4,contr1,offer-timelocked
